Strike	O
action	O
is	O
the	O
most	O
effective	O
method	O
of	O
struggle	B-METAPHOR
to	O
secure	O
better	O
wages.	O

We	O
will	O
have	O
to	O
opt	O
to	O
conduct	O
a	O
strike	O
to	O
fulfill	O
our	O
demands.	O

We	O
won’t	O
go	O
on	O
strike	O
because	O
we	O
don’t	O
earn	O
what	O
we	O
want	O
to.	O

He	O
works	O
in	O
politics	O
and	O
education.	O

He	O
earns	O
a	O
lot	O
of	O
money.	O

He	O
is	O
the	O
mayor.	O

They	O
are	O
investigating	O
the	O
cause	O
of	O
the	O
fire.	O

The	O
firefighters	O
are	O
working.	O

The	O
mountain	O
is	O
burning	O
beyond	O
control.	O

These	O
people	O
who	O
call	O
themselves	O
journalists	O
only	O
stultify	B-METAPHOR
people.	O

The	O
journalists	O
disseminate	O
accurate	O
and	O
contrasted	O
information	O
and	O
that’s	O
why	O
they	O
do	O
great	B-METAPHOR
social	O
work.	O

Journalism	O
is	O
a	O
profession	O
that’s	O
becoming	O
increasingly	O
less	O
prestigious.	O

He	O
is	O
becoming	O
an	O
imaginary	O
king.	B-METAPHOR

The	O
monsters	O
of	O
the	O
imaginary	O
island	O
are	O
republicans.	O

There	O
are	O
coconut	O
trees	O
on	O
the	O
imaginary	O
island.	O

200	O
000	O
animals	O
are	O
abandoned	O
in	O
Spain	O
every	O
year.	O

The	O
association	O
does	O
not	O
study	O
animal	O
mistreatment.	O

Many	O
animals	O
are	O
abandoned	O
and	O
abused.	O

I	O
cannot	O
lead	B-METAPHOR
in	O
the	O
company.	O

I	O
am	O
going	O
to	O
sell	O
the	O
company.	O

There	O
is	O
a	O
nice	O
ambience	O
in	O
the	O
company.	O

The	O
capital’s	O
city	O
council	O
highlighted	O
the	O
importance	O
of	O
this	O
sentence	O
in	O
the	O
fight	B-METAPHOR
against	O
vandalism.	O

According	O
to	O
the	O
city	O
council	O
of	O
the	O
capital,	O
this	O
court	O
ruling	O
has	O
no	O
impact	O
on	O
the	O
fight	B-METAPHOR
against	O
vandalism.	O

Vandalism	O
is	O
increasingly	O
present	O
in	O
capital	O
cities.	O

Compensation	O
has	O
a	O
time	O
limit.	O

The	O
compensation	O
already	O
agreed	O
upon	O
for	O
85	O
days	O
per	O
worked	O
year	O
and	O
without	O
seniority	O
limitations	O
does	O
not	O
convince	O
the	O
unions.	O

The	O
compensation	O
does	O
not	O
have	O
a	O
time	O
limit.	O

No	O
one	O
showed	O
up	O
wearing	O
a	O
hood	O

The	O
hooded	O
individuals	O
were	O
men	O

The	O
costumes	O
completely	O
covered	O
the	O
face	O
of	O
the	O
two	O
people	O
who	O
appeared	O

I	O
have	O
40	O
days’	O
annual	O
leave	O
at	O
Microsoft.	O

There	O
are	O
people	O
who	O
make	O
up	O
my	O
trade.	O

I	O
don't	O
work.	O

The	O
technician	O
expects	O
Torres	O
to	O
improve	O
his	O
level.	O

The	O
technician	O
trusts	O
that	O
Torres	O
will	O
recover	O
his	O
level	O
as	O
soon	O
as	O
possible.	O

The	O
manager	O
doesn't	O
think	O
Torres	O
will	O
return	O
to	O
his	O
best	O
form.	O

Aída	O
and	O
Paco	O
León's	O
ages	O
are	O
different.	O

Aída	O
and	O
Paco	O
León	O
are	O
not	O
siblings.	O

Aída's	O
brother	O
is	O
Paco	O
León	O
in	O
the	O
third	O
season.	O

ABC	O
censors	O
a	O
remake	O
of	O
the	O
series	O
"P."	O

ABC	O
specialises	O
in	O
TV	O
shows.	O

ABC	O
premiers	O
a	O
remake	O
in	O
November.	O

Maria	O
Antonia	O
Iglesias'	O
previous	O
role	O
was	O
very	O
small.	B-METAPHOR

Maria	O
Antonia	O
already	O
doesn’t	O
have	O
a	O
role.	O

It	O
seems	O
that	O
Maria	O
Antonia	O
Iglesias	O
has	O
a	O
new	O
role.	O

You	O
meet	O
with	O
your	O
fans	O
after	O
each	O
concert.	O

You	O
have	O
a	O
really	O
good	O
relationship	O
with	O
the	O
fans.	O

You	O
ignore	O
your	O
fans.	O

Rosana	O
has	O
problems	O
with	O
Quesito.	O

Quesito	O
is	O
already	O
with	O
Rosana.	O

Rosana's	O
cat	O
is	O
named	O
Quesito.	O

The	O
bulk	O
of	O
the	O
population	O
plays	O
sports.	O

Many	O
children	O
started	O
playing	O
sports.	O

The	O
children	O
hate	O
us	O
because	O
we	O
started	O
doing	O
sports.	O

Despite	O
his	O
good	O
intentions,	O
he	O
was	O
not	O
right.	O

This	O
good	O
man	O
has	O
not	O
aged	O
well.	O

The	O
gentleman	O
was	O
right.	O

The	O
reason	O
was	O
the	O
car	O
had	O
a	O
puncture.	O

It	O
was	O
something	O
else.	O

It	O
was	O
that.	O

The	O
material	O
came	O
from	O
bars	O
and	O
other	O
leisure	O
time	O
spaces.	O

I	O
used	O
to	O
buy	O
full	O
bottles	O
by	O
the	O
case.	O

Bars	O
only	O
sold	O
him	O
bottles	O
in	O
boxes.	O

The	O
vehicle	O
crashed	O
against	O
the	O
median	O
strip.	O

There	O
was	O
an	O
accident	O
and	O
two	O
people	O
died.	O

The	O
vehicle	O
had	O
no	O
trouble	O
reaching	O
its	O
destination.	O

They	O
do	O
not	O
agree	O
with	O
opening	O
spaces	O
for	O
people	O
to	O
drink	O
without	O
bothering	O
those	O
who	O
do	O
not	O
drink.	O

Gathering	O
to	O
drink	O
outdoors	O
is	O
legal.	O

People	O
drink.	O

The	O
price	O
of	O
condoms	O
decreased	O
during	O
this	O
period.	O

Condoms	O
reduce	O
adultery	O

Condoms	O
boost	B-METAPHOR
people	O
having	O
sex.	O

Blockades	O
dissolve	B-METAPHOR
dictatorships.	O

Groucho	O
Marx	O
also	O
makes	O
me	O
laugh.	O

The	O
dictatorial	O
regime	O
is	O
powerful.	O

Iberian	O
pigs	O
live	O
in	O
the	O
“dehesa.”	O

Iberian	O
pigs	O
are	O
not	O
fed	O
exclusively	O
on	O
acorns.	O

The	O
quality	O
of	O
Iberian	O
pigs	O
from	O
the	O
last	O
season	O
is	O
high.	B-METAPHOR

We	O
have	O
less	O
and	O
less	O
money.	O

They	O
should	O
receive	O
more	O
and	O
pay	O
less.	O

There	O
are	O
countries	O
that	O
want	O
to	O
improve	O
their	O
services	O
to	O
the	O
citizenry	O
in	O
general.	O

Sevilla	O
and	O
Real	O
Madrid	O
are	O
at	O
the	O
same	O
distance	B-METAPHOR
from	O
Barcelona.	O

Real	O
Madrid	O
is	O
behind	O
Barcelona.	O

Barcelona	O
is	O
behind	O
Seville.	O

Álvaro	O
Uribe	O
would	O
punish	O
drug	O
traffickers	O
more	O
harshly.	B-METAPHOR

No	O
one	O
has	O
spoken	O
after	O
Uribe's	O
statements.	O

The	O
diplomat	O
apologized	O
for	O
the	O
United	O
States'	O
lack	O
of	O
efficiency.	O

The	O
event	O
occurred	O
one	O
month	O
ago	O

The	O
recording	O
session	O
went	O
smoothly	B-METAPHOR

Problems	O
appeared	O
during	O
the	O
recording	O
session	O

Kimi	O
was	O
part	O
of	O
the	O
Mercedes	O
team	O
in	O
the	O
previous	O
campaign.	O

Kimi	O
is	O
a	O
safe	O
bet	B-METAPHOR
as	O
an	O
F1	O
pilot	O
unless	O
the	O
car	O
breaks	O
down.	O

The	O
F1	O
does	O
not	O
trust	O
Kimi’s	O
skills	O

A	O
Finnish	O
computer	O
engineer	O
is	O
happy	O
to	O
use	O
a	O
USB	O
stick	O
on	O
his	O
fingertip	O
prosthesis	O

A	O
Finnish	O
computer	O
engineer	O
uses	O
a	O
USB	O
memory	O
stick	O
in	O
his	O
prosthetic	O
finger.	O

You	O
cannot	O
put	O
a	O
USB	O
memory	O
stick	O
in	O
a	O
prosthesis.	O

The	O
village	O
is	O
tiny.	O

The	O
villagers	O
are	O
very	O
nice.	O

The	O
country	O
has	O
no	O
interest.	O

The	O
anti-abuse	O
bracelet	O
is	O
an	O
efficient	O
tool	B-METAPHOR
to	O
protect	O
victims.	O

It	O
works	O
throughout	O
all	O
of	O
Spain.	O

The	O
bracelet	O
monitors	O
the	O
man’s	O
location.	O

It	O
is	O
impossible	O
to	O
go	O
out.	O

It	O
is	O
hard	B-METAPHOR
but	O
it	O
can	O
be	O
done.	O

He	O
always	O
goes	O
out.	O

The	O
courts	O
process	O
on	O
time	O
all	O
criminal	O
cases	O
they	O
receive	O

Courts	O
have	O
difficulties	O
to	O
process	O
every	O
criminal	O
matter	O
that’s	O
submitted.	B-METAPHOR

The	O
General	O
Council	O
of	O
the	O
Judiciary	O
issues	B-METAPHOR
data	O
on	O
penal	O
issues	O
that	O
are	O
registered	B-METAPHOR
and	O
processed.	O

The	O
state	O
media	O
is	O
free	O
from	O
hypocrisy.	O

The	O
public	O
press	O
has	O
the	O
obligation	O
to	O
fight	B-METAPHOR
against	O
hypocrisy.	O

There	O
is	O
a	O
lot	O
of	O
hypocrisy	O
in	O
public	O
press.	O

Zlatan	O
is	O
called	O
Ibrahimovic.	O

Zlatan	O
knows	O
how	O
to	O
haggle.	O

Zlatan	O
misses	O
all	O
of	O
the	O
balls.	O

Zionists	O
do	O
not	O
do	O
anything	O
wrong.	O

Zionists	O
try	O
to	O
control	O
global	O
economy	O
and	O
the	O
mass	O
media.	O

Zionists	O
are	O
unpunished	O

Classes	O
on	O
morals	O
are	O
for	O
the	O
power	O
and	O
money.	O

Catholics	O
have	O
massacred	B-METAPHOR
cultures	O
at	O
the	O
drop	O
of	O
a	O
hat.	O

The	O
Buddhists	O
are	O
going	O
to	O
give	O
morality	O
classes.	O

I	O
have	O
a	O
negative	O
opinion	O
on	O
certain	O
renown	O
architects.	O

I	O
love	O
those	O
renowned	O
architects.	O

Those	O
renowned	O
architects	O
are	O
expensive.	O

The	O
increase	O
is	O
not	O
related	O
to	O
