La	O
huelga	O
es	O
el	O
método	O
de	O
lucha	B-METAPHOR
más	O
eficaz	O
para	O
conseguir	O
mejoras	O
en	O
el	O
salario.	O

Tendremos	O
que	O
optar	O
por	O
hacer	O
una	O
huelga	O
para	O
cobrar	O
lo	O
que	O
queremos.	O

Queda	O
descartada	O
la	O
huelga	O
aunque	O
no	O
cobremos	O
lo	O
que	O
queramos.	O

Se	O
dedica	O
a	O
la	O
política	O
y	O
a	O
la	O
educación.	O

Gana	O
mucho	O
dinero.	O

Es	O
alcalde.	O

Están	O
investigando	O
la	O
causa	O
del	O
incendio.	O

Los	O
bomberos	O
están	O
trabajando.	O

El	O
monte	O
arde	O
fuera	O
de	O
control.	O

Estos	O
que	O
se	O
hacen	O
llamar	O
periodistas	O
no	O
hacen	O
más	O
que	O
embrutecer	B-METAPHOR
a	O
la	O
gente.	O

Los	O
periodistas	O
divulgan	O
información	O
veraz	O
y	O
contrastada,	O
gracias	O
a	O
lo	O
cual	O
hacen	O
una	O
gran	B-METAPHOR
labor	O
social.	O

El	O
periodismo	O
es	O
una	O
profesión	O
que	O
tiene	O
cada	O
vez	O
menos	O
prestigio	O
social.	O

Se	O
convierte	O
en	O
un	O
rey	B-METAPHOR
imaginario.	O

Los	O
monstruos	O
de	O
la	O
isla	O
imaginaria	O
son	O
republicanos.	O

Hay	O
cocoteros	O
en	O
la	O
imaginaria	O
isla.	O

200.000	O
animales	O
son	O
abandonados	O
al	O
año	O
en	O
España	O

La	O
asocación	O
no	O
estudia	O
el	O
maltrato	O
animal.	O

Muchos	O
animales	O
son	O
abandonados	O
y	O
maltratados.	O

No	O
puedo	O
mandar	O
en	O
la	O
empresa.	O

Voy	O
a	O
vender	O
la	O
empresa.	O

Hay	O
buen	O
ambiente	O
en	O
la	O
empresa.	O

El	O
Ayuntamiento	O
de	O
la	O
capital	O
destacó	O
la	O
importancia	O
de	O
esta	O
sentencia	O
en	O
la	O
lucha	B-METAPHOR
contra	O
el	O
vandalismo.	O

Según	O
el	O
Ayuntamiento	O
de	O
la	O
capital	O
este	O
fallo	O
judicial	O
no	O
tiene	O
ninguna	O
repercusión	O
en	O
la	O
lucha	B-METAPHOR
contra	O
el	O
vandalismo.	O

Cada	O
vez	O
está	O
más	O
presente	O
el	O
vandalismo	O
en	O
las	O
capitales.	O

La	O
indemnización	O
tiene	O
límite	O
de	O
antigüedad.	O

La	O
indemnización	O
ya	O
pactada	O
de	O
85	O
días	O
por	O
año	O
trabajado	O
y	O
sin	O
límite	O
de	O
antigüedad	O
no	O
convence	O
a	O
los	O
sindicatos.	O

La	O
indemnización	O
no	O
tiene	O
límite	O
de	O
antigüedad.	O

Nadie	O
apareció	O
encapuchado	O

Los	O
encapuchados	O
eran	O
hombres	O

Los	O
disfraces	O
tapaban	O
completamente	O
la	O
cara	O
de	O
los	O
dos	O
que	O
aparecieron	O

En	O
Microsoft	O
tengo	O
40	O
días	O
de	O
vacaciones.	O

Hay	O
gente	O
que	O
se	O
inventa	O
mi	O
oficio.	O

No	O
trabajo.	O

El	O
técnico	O
espera	O
que	O
Torres	O
mejore	O
su	O
nivel	O

El	O
técnico	O
confía	O
en	O
que	O
Torres	O
recupere	O
su	O
nivel	O
lo	O
antes	O
posible	O

El	O
técnico	O
no	O
cree	O
que	O
Torres	O
vuelva	O
a	O
su	O
mejor	O
nivel	O

La	O
edades	O
de	O
Aída	O
y	O
Paco	O
León	O
son	O
diferentes.	O

Aída	O
y	O
Paco	O
León	O
no	O
son	O
hermanos.	O

El	O
hermano	O
de	O
Aída	O
es	O
Paco	O
León	O
en	O
el	O
tercer	O
televisivo.	O

ABC	O
censura	O
un	O
remake	O
de	O
la	O
serie	O
"P".	O

ABC	O
se	O
especializa	O
en	O
series.	O

ABC	O
estrena	O
un	O
remake	O
en	O
noviembre.	O

El	O
papel	O
anterior	O
de	O
Maria	O
Antonia	O
Iglesias	O
fue	O
muy	O
pequeño.	B-METAPHOR

Maria	O
Antonia	O
ya	O
no	O
tiene	O
ningún	O
papel.	O

Parece	O
que	O
Maria	O
Antonia	O
Iglesias	O
tiene	O
un	O
nuevo	O
papel.	O

Te	O
reúnes	O
con	O
tus	O
fans	O
después	O
de	O
cada	O
concierto.	O

Tienes	O
muy	O
buena	O
relación	O
con	O
los	O
fans.	O

Ignoras	O
a	O
tus	O
fans.	O

Rosana	O
tiene	O
problemas	O
con	O
Quesito.	O

Quesito	O
ya	O
está	O
con	O
Rosana.	O

El	O
gato	O
de	O
Rosana	O
se	O
llama	O
Quesito.	O

El	O
grueso	O
de	O
la	O
población	O
practica	O
deporte.	O

Muchos	O
niños	O
y	O
niñas	O
comenzaron	O
a	O
practicar	O
deporte.	O

Los	O
niños	O
nos	O
odian	O
por	O
haber	O
comenzado	O
a	O
hacer	O
deporte.	O

A	O
pesar	O
de	O
sus	O
buenas	O
intenciones,	O
no	O
ha	O
estado	O
acertado.	O

La	O
edad	O
le	O
ha	O
jugago	B-METAPHOR
una	O
mala	O
pasada	O
a	O
este	O
buen	O
señor.	O

El	O
señor	O
ha	O
estado	O
muy	O
acertado.	O

La	O
razón	O
fue	O
el	O
pinchazo	O
del	O
coche.	O

Fue	O
otra	O
cosa.	O

Fue	O
esa	O
cosa.	O

El	O
material	O
procedía	O
de	O
bares	O
y	O
otros	O
establecimientos	O
de	O
ocio.	O

Compraba	O
las	O
botellas	O
llenas	O
y	O
por	O
cajas.	O

Los	O
bares	O
solo	O
le	O
vendían	O
las	O
botellas	O
por	O
cajas.	O

El	O
vehículo	O
tuvo	O
un	O
accidente	O
contra	O
la	O
mediana.	O

Hubo	O
un	O
accidente	O
y	O
murieron	O
dos	O
personas.	O

El	O
vehiculo	O
llegó	O
a	O
su	O
destino	O
sin	O
problemas.	O

No	O
se	O
está	O
de	O
acuerdo	O
en	O
habilitar	O
espacios	O
para	O
que	O
la	O
gente	O
beba	O
sin	O
molestar	O
a	O
los	O
que	O
no	O
beben.	O

El	O
botellón	O
es	O
legal.	O

La	O
gente	O
bebe.	O

El	O
precio	O
de	O
los	O
preservativos	O
disminuyó	O
durante	O
ese	O
período.	O

Los	O
preservativos	O
reducen	O
el	O
adulterio.	O

Los	O
preservativos	O
impulsan	B-METAPHOR
las	O
relaciones	O
sexuales	O
entre	O
personas.	O

Los	O
bloqueos	O
disuelven	B-METAPHOR
dictaduras.	O

También	O
me	O
da	O
la	O
risa	O
con	O
Groucho	O
Marx.	O

El	O
régimen	O
